序号,原版 event,category,vibration_intensity,audio,audio_intensity,player_only,haptics.lua 行,重复定义数,源码字面引用数,原版原始逻辑/证据,目前实现的触发逻辑,正常交互保护,空间/player_only 逻辑,目前具体震动方式,保真度与限制
252,dontstarve/common/meteor_impact,ENVIRONMENT,1.0,True,1.0,False,339,1,1,"haptics.lua 第 339 行注册；触发证据：prefabs/shadowmeteor.lua:47 inst.SoundEmitter:PlaySound(""dontstarve/common/meteor_impact"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
253,dontstarve/common/meteor_spawn,ENVIRONMENT,1.0,True,1.0,False,340,1,2,"haptics.lua 第 340 行注册；触发证据：prefabs/meteorwarning.lua:57 inst.SoundEmitter:PlaySound(""dontstarve/common/meteor_spawn"")；prefabs/moon_device.lua:308 inst.SoundEmitter:PlaySound(""dontstarve/common/meteor_spawn"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
254,dontstarve/AMB/rain,UNSPECIFIED,1.0,True,0.5,False,343,1,1,"haptics.lua 第 343 行注册；触发证据：components/weather.lua:260 ""dontstarve/AMB/rain""",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,PLAYER 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 5–26 单位；超距归零，可由 Spatial Reach 缩放,通用单脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
255,rifts3/lunarhail/lunar_rainAMB,ENVIRONMENT,1.0,True,1.0,False,344,1,1,"haptics.lua 第 344 行注册；触发证据：components/weather.lua:259 ""rifts3/lunarhail/lunar_rainAMB"" or",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
256,dontstarve_DLC001/common/rain_on_tree,ENVIRONMENT,1.0,True,1.0,False,345,1,2,"haptics.lua 第 345 行注册；触发证据：components/caveweather.lua:208 local sound = ""dontstarve_DLC001/common/rain_on_tree""；components/weather.lua:283 ""dontstarve_DLC001/common/rain_on_tree""",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
257,rifts3/lunarhail/lunarhail_on_tree,ENVIRONMENT,1.0,True,1.0,False,346,1,1,"haptics.lua 第 346 行注册；触发证据：components/weather.lua:282 ""rifts3/lunarhail/lunarhail_on_tree"" or",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
258,dontstarve/AMB/caves/rain,ENVIRONMENT,1.0,True,1.0,False,347,1,1,"haptics.lua 第 347 行注册；触发证据：components/caveweather.lua:188 local sound = ""dontstarve/AMB/caves/rain""",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
259,dontstarve/cave/cave_rain_on_umbrella,ENVIRONMENT,1.0,True,1.0,False,348,1,1,"haptics.lua 第 348 行注册；触发证据：components/caveweather.lua:232 ""dontstarve/cave/cave_rain_on_umbrella""",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
260,dontstarve/rain/rain_on_umbrella,ENVIRONMENT,1.0,True,1.0,False,349,1,1,"haptics.lua 第 349 行注册；触发证据：components/weather.lua:312 ""dontstarve/rain/rain_on_umbrella""",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
261,rifts3/lunarhail/hail_on_umbrella,ENVIRONMENT,1.0,True,1.0,False,350,1,1,"haptics.lua 第 350 行注册；触发证据：components/weather.lua:311 ""rifts3/lunarhail/hail_on_umbrella"" or",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
262,meta4/winona_teleumbrella/rain_on_teleumbrella,ENVIRONMENT,1.0,True,1.0,False,351,1,2,"haptics.lua 第 351 行注册；触发证据：components/caveweather.lua:231 ""meta4/winona_teleumbrella/rain_on_teleumbrella"" or；components/weather.lua:308 ""meta4/winona_teleumbrella/rain_on_teleumbrella""",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
263,meta4/winona_teleumbrella/hail_on_teleumbrella,ENVIRONMENT,1.0,True,1.0,False,352,1,1,"haptics.lua 第 352 行注册；触发证据：components/weather.lua:307 ""meta4/winona_teleumbrella/hail_on_teleumbrella"" or",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
264,dontstarve/rain/thunder_close,ENVIRONMENT,1.0,True,1.0,False,353,1,6,"haptics.lua 第 353 行注册；触发证据：prefabs/lightning.lua:40 inst.SoundEmitter:PlaySound(""dontstarve/rain/thunder_close"", nil, intensity, true)；prefabs/lightning.lua:75 inst.SoundEmitter:PlaySound(""dontstarve/rain/thunder_close"", nil, nil, true)；prefabs/moonstorm_lightning.lua:40 inst.SoundEmitter:PlaySound(""dontstarve/rain/thunder_close"", nil, intensity, true)；另 3 处",客户端 Lua 路径由 SoundEmitter 钩子精确处理；服务端直接复制路径依赖同事件是否也有客户端回调,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,混合：客户端路径精确，纯服务端路径存在引擎可观察性限制
265,rifts/portal/rift_explode,ENVIRONMENT,1.0,True,1.0,False,356,1,2,"haptics.lua 第 356 行注册；触发证据：prefabs/lunarrift_portal.lua:288 inst.SoundEmitter:PlaySound(""rifts/portal/rift_explode"")；prefabs/lunarrift_portal.lua:326 inst.SoundEmitter:PlaySound(""rifts/portal/rift_explode_buildup"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,爆炸/重击三段冲击包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
266,rifts2/shadow_rift/groundcrack_expand,ENVIRONMENT,1.0,True,1.0,False,357,1,2,"haptics.lua 第 357 行注册；触发证据：prefabs/shadowrift_portal.lua:114 inst.SoundEmitter:PlaySound(""rifts2/shadow_rift/groundcrack_expand"")；prefabs/shadowrift_portal.lua:147 inst.SoundEmitter:PlaySound(""rifts2/shadow_rift/groundcrack_expand"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
267,dontstarve/common/teleportworm/open,ENVIRONMENT,1.0,True,1.0,False,360,1,4,"haptics.lua 第 360 行注册；触发证据：prefabs/carnivalgame_golfprops.lua:1158 inst.SoundEmitter:PlaySound(""dontstarve/common/teleportworm/open_golf"")；prefabs/carnivalgame_golfprops.lua:1234 placesound = ""dontstarve/common/teleportworm/open_golf"",；stategraphs/SGwormhole.lua:43 inst.SoundEmitter:PlaySound(""dontstarve/common/teleportworm/open"")；另 1 处",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
268,dontstarve/common/teleportworm/close,ENVIRONMENT,1.0,True,1.0,False,361,1,2,"haptics.lua 第 361 行注册；触发证据：stategraphs/SGwormhole.lua:65 inst.SoundEmitter:PlaySound(""dontstarve/common/teleportworm/close"")；stategraphs/SGwormhole_limited.lua:95 inst.SoundEmitter:PlaySound(""dontstarve/common/teleportworm/close"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
269,dontstarve/common/teleportworm/travel,ENVIRONMENT,1.0,True,1.0,False,362,1,1,"haptics.lua 第 362 行注册；触发证据：prefabs/player_classified.lua:1037 TheFocalPoint.SoundEmitter:PlaySound(""dontstarve/common/teleportworm/travel"")",SoundEmitter 原事件钩子（动态/数据表选声同样按最终事件匹配）,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,高（客户端调用可见时）
270,dontstarve/common/together/atrium_gate/shadow_pulse,ENVIRONMENT,1.0,True,1.0,False,365,1,2,"haptics.lua 第 365 行注册；触发证据：prefabs/atrium_gate.lua:324 inst.SoundEmitter:PlaySound(""dontstarve/common/together/atrium_gate/shadow_pulse"")；prefabs/atrium_gate_pulsesfx.lua:72 return Prefab(""atrium_gate_pulsesfx"", makesfx(""dontstarve/common/together/atrium_gate/shadow_pulse"")),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
271,dontstarve/common/together/atrium_gate/explode,ENVIRONMENT,1.0,True,1.0,False,366,1,1,"haptics.lua 第 366 行注册；触发证据：prefabs/atrium_gate_pulsesfx.lua:73 Prefab(""atrium_gate_explodesfx"", makesfx(""dontstarve/common/together/atrium_gate/explode"")),",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,爆炸/重击三段冲击包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
272,dontstarve/creatures/hound/firehound_explo,ENVIRONMENT,1.0,True,1.0,False,369,1,1,"haptics.lua 第 369 行注册；触发证据：prefabs/hound.lua:639 inst.SoundEmitter:PlaySound(""dontstarve/creatures/hound/firehound_explo"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
273,dontstarve/creatures/hound/icehound_explo,ENVIRONMENT,1.0,True,1.0,False,370,1,1,"haptics.lua 第 370 行注册；触发证据：prefabs/hound.lua:687 inst.SoundEmitter:PlaySound(""dontstarve/creatures/hound/icehound_explo"")",客户端可见的同名 SoundEmitter 调用由钩子处理；纯服务端直接复制声音无法被 Lua 通用枚举,原版 Controller Vibration=ON；Mod=ON；活动手柄已连接；非暂停；同事件/实体/实例短窗去重；空间距离过滤,ENVIRONMENT 以 Sim.SetListener 三维位置进行世界空间平滑衰减，默认近—远 8–46 单位；超距归零，可由 Spatial Reach 缩放,环境双段脉冲包络,条件覆盖：事件表语义完整，触发可观察性由引擎路径决定
